SeuqenceID,Lineage,Sublineage ,Type,LBI_value
TB-111-14537-18_S149,Lineage4,t_type,Non-MDR,0.004294225
TB-111-15298-18_S76,Lineage4,t_type,Non-MDR,0.004133686
TB-111-15414-18_S154,Lineage4,t_type,Non-MDR,0.004148842
TB-222-5803-18_S111,Lineage4,t_type,Non-MDR,0.00399467
TB-111-20822-18_S47,Lineage4,t_type,Non-MDR,0.003783854
TB-111-11286-18_S134,Lineage4,t_type,Non-MDR,0.004149115
TB-111-17231-18-138_S14,Lineage4,t_type,Non-MDR,0.003921752
TB-333-5817-19_S51,Lineage4,t_type,Non-MDR,0.003921752
TB-111-2669-19_S173,Lineage4,t_type,Non-MDR,0.004278291
TB-111-23374-18F-138_S137,Lineage4,t_type,Non-MDR,0.004583466
TB-DNA0378_S235,Lineage4,t_type,Non-MDR,0.004930913
TB-DNA0344_S201,Lineage4,t_type,Non-MDR,0.004926637
TB-MoldovaSeq-DNA0205-2372_S15,Lineage4,t_type,Non-MDR,0.004930534
TB-111-20131-18_S159,Lineage4,t_type,Non-MDR,0.004054853
TB-333-2540-19_S88,Lineage4,t_type,Non-MDR,0.003480702
TB-MoldovaSeq-DNA0314-4895_S317,Lineage4,t_type,Non-MDR,0.005260562
TB-111-18567-18-138_S21,Lineage4,t_type,Non-MDR,0.006086664
TB-111-15314-18_S11,Lineage4,t_type,Non-MDR,0.006432544
TB-111-8468-18_S69,Lineage4,t_type,Non-MDR,0.00565933
TB-111-17003-19_S102,Lineage4,t_type,Non-MDR,0.004400041
TB-111-17276-19_S281,Lineage4,t_type,Non-MDR,0.005774663
TB-MoldovaSeq-DNA0301-443_S304,Lineage4,t_type,Non-MDR,0.005356701
TB-111-18765-18_S135,Lineage4,t_type,Non-MDR,0.005558217
TB-111-880-19_S91,Lineage4,t_type,Non-MDR,0.005263073
TB-111-200-19-138_S59,Lineage4,t_type,Non-MDR,0.005569137
TB-DNA0346_S203,Lineage4,t_type,Non-MDR,0.005569122
TB-111-17767-19_S57,Lineage4,t_type,Non-MDR,0.005673793
TB-444-4824-18_S111,Lineage4,t_type,Non-MDR,0.005565202
TB-MoldovaSeq-DNA0252-3579_S62,Lineage4,t_type,Non-MDR,0.005464598
TB-111-2208-19_S176,Lineage4,t_type,MDR,0.005552868
TB-111-20864-19_S152,Lineage4,t_type,Non-MDR,0.005268398
TB-111-9974-18_S76,Lineage4,t_type,Non-MDR,0.005368016
TB-111-14161-18_S67,Lineage4,t_type,Non-MDR,0.00546993
TB-333-615-19_S77,Lineage4,t_type,Non-MDR,0.005470712
TB-MoldovaSeq-DNA181-2102_S182,Lineage4,t_type,Non-MDR,0.005470325
TB-111-18180-18_S153,Lineage4,t_type,Non-MDR,0.005575897
TB-MoldovaSeq-DNA004-422_S4,Lineage4,t_type,Non-MDR,0.005470325
TB-111-19142-18_S106,Lineage4,t_type,Non-MDR,0.005352776
TB-111-13900-18-138_S65,Lineage4,t_type,Non-MDR,0.005160535
TB-111-4180-19_S212,Lineage4,t_type,Non-MDR,0.004743619
TB-222-1520-19-138_S5,Lineage4,t_type,Non-MDR,0.004832313
TB-222-1553-19-138_S1,Lineage4,t_type,Non-MDR,0.004832313
TB-MoldovaSeq-DNA0216-1987_S26,Lineage4,t_type,Non-MDR,0.004418453
TB-MoldovaSeq-DNA069-843_S69,Lineage4,t_type,Non-MDR,0.00469351
TB-222-5163-18_S72,Lineage4,t_type,Non-MDR,0.004121828
TB-MoldovaSeq-DNA126-1982_S127,Lineage4,t_type,Non-MDR,0.004354758
TB-111-19082-19_S49,Lineage4,t_type,Non-MDR,0.004198232
TB-111-19509-18_S167,Lineage4,t_type,Non-MDR,0.004198232
TB-111-1566-18-138_S161,Lineage4,t_type,Non-MDR,0.008485401
TB-222-6697-19_S263,Lineage4,t_type,MDR,0.003134753
TB-111-23874-18F_S43,Lineage4,t_type,Non-MDR,0.003977921
TB-MoldovaSeq-DNA0281-3277_S91,Lineage4,t_type,Non-MDR,0.004194003
TB-111-12030-18_S138,Lineage4,t_type,Non-MDR,0.00335719
TB-222-2537-18_S74,Lineage4,t_type,Non-MDR,0.003491392
TB-MoldovaSeq-DNA0244-3472_S54,Lineage4,t_type,Non-MDR,0.004252688
TB-111-13433-18_S75,Lineage4,t_type,Non-MDR,0.004001218
TB-111-20412-18_S17,Lineage4,t_type,Non-MDR,0.003323513
TB-444-4313-18_S129,Lineage4,t_type,Non-MDR,0.005042828
TB-222-4628-18_S171,Lineage4,t_type,Non-MDR,0.003409993
TB-111-10592-18_S41,Lineage4,t_type,Non-MDR,0.003753879
TB-MoldovaSeq-DNA168-2621_S169,Lineage4,t_type,Non-MDR,0.003969572
TB-MoldovaSeq-DNA192-2669_S2,Lineage4,t_type,Non-MDR,0.004044046
TB-111-766-18-138_S151,Lineage4,t_type,Non-MDR,0.003054402
TB-222-5194-18_S57,Lineage4,t_type,Non-MDR,0.003728641
TB-333-2987-19-138_S115,Lineage4,t_type,Non-MDR,0.004073246
TB-111-11146-18_S154,Lineage4,t_type,Non-MDR,0.003724324
TB-111-9238-18_S119,Lineage4,t_type,Non-MDR,0.003785719
TB-MoldovaSeq-DNA0204-2457_S14,Lineage4,t_type,Non-MDR,0.002781537
TB-MoldovaSeq-DNA016-272_S16,Lineage4,t_type,Non-MDR,0.00311336
TB-222-1996-18_S80,Lineage4,t_type,Non-MDR,0.002673906
TB-111-14249-18_S166,Lineage4,t_type,Non-MDR,0.003617084
TB-222-2697-19_S85,Lineage4,t_type,Non-MDR,0.003257363
TB-111-15136-18_S155,Lineage4,t_type,Non-MDR,0.004053095
TB-222-5367-19_S226,Lineage4,t_type,Non-MDR,0.003976408
TB-111-3078-19_S104,Lineage4,t_type,Non-MDR,0.003622164
TB-222-5069-18_S67,Lineage4,t_type,Non-MDR,0.003311242
TB-111-10223-18_S40,Lineage4,t_type,Non-MDR,0.003887867
TB-111-16230-18_S162,Lineage4,t_type,Non-MDR,0.0032833
TB-111-17766-18_S114,Lineage4,t_type,Non-MDR,0.002634662
TB-111-253-18-138_S148,Lineage4,t_type,Non-MDR,0.003808393
TB-111-9273-18_S142,Lineage4,t_type,Non-MDR,0.002756648
TB-MoldovaSeq-DNA053-52_S53,Lineage4,t_type,Non-MDR,0.003262455
TB-111-19641-18_S169,Lineage4,t_type,Non-MDR,0.005312736
TB-111-9535-18_S158,Lineage4,t_type,Non-MDR,0.005230216
TB-111-23033-18F-138_S61,Lineage4,t_type,Non-MDR,0.004095792
TB-MoldovaSeq-DNA0323-5700_S326,Lineage4,t_type,Non-MDR,0.004208839
TB-DNA0379_S236,Lineage4,t_type,Non-MDR,0.003515761
TB-333-1612-19_S46,Lineage4,t_type,Non-MDR,0.006318662
TB-111-12585-18_S71,Lineage4,t_type,Non-MDR,0.005924325
TB-222-2082-19_S68,Lineage4,t_type,Non-MDR,0.005703978
TB-111-1675-18-138_S167,Lineage4,t_type,Non-MDR,0.005467405
TB-111-7038-18_S17,Lineage4,t_type,Non-MDR,0.005062222
TB-222-7079-18_S131,Lineage4,t_type,Non-MDR,0.004878208
TB-111-9435-18_S64,Lineage4,t_type,Non-MDR,0.005009704
TB-111-16519-19_S50,Lineage4,t_type,Non-MDR,0.004393651
TB-111-15739-18_S19,Lineage4,t_type,Non-MDR,0.003338834
TB-111-9453-19_S124,Lineage4,t_type,Non-MDR,0.003600237
TB-DNA0337_S194,Lineage4,t_type,Non-MDR,0.004572637
TB-222-5886-19_S235,Lineage4,t_type,Non-MDR,0.004574243
TB-333-2319-19_S36,Lineage4,t_type,Non-MDR,0.004321606
TB-333-1022-19_S42,Lineage4,t_type,Non-MDR,0.002876444
TB-333-1166-19_S175,Lineage4,t_type,Non-MDR,0.001973511
TB-111-20553-18_S21,Lineage4,t_type,Non-MDR,0.001896988
TB-111-2840-19-138_S63,Lineage4,t_type,Non-MDR,0.001896988
TB-111-21546-19_S151,Lineage4,t_type,Non-MDR,0.002155098
TB-111-16802-18-138_S123,Lineage4,t_type,Non-MDR,0.002196196
TB-111-8898-18_S153,Lineage4,t_type,Non-MDR,0.002235574
TB-111-19507-18_S103,Lineage4,t_type,Non-MDR,0.001550185
TB-111-12268-18_S121,Lineage4,t_type,Non-MDR,0.001791998
TB-222-5185-19_S227,Lineage4,t_type,Non-MDR,0.001835967
TB-222-742-18_S133,Lineage4,t_type,Non-MDR,0.001681872
TB-111-10712-18_S4,Lineage4,t_type,Non-MDR,0.001887741
TB-111-13865-18_S85,Lineage4,t_type,Non-MDR,0.002331051
TB-111-13500-18-138_S8,Lineage4,t_type,Non-MDR,0.002292202
TB-111-20455-18_S20,Lineage4,t_type,Non-MDR,0.002240429
TB-MoldovaSeq-DNA0303-5583_S306,Lineage4,t_type,Non-MDR,0.002245268
TB-MoldovaSeq-DNA0236-3197_S46,Lineage4,t_type,Non-MDR,0.001577538
TB-111-8736-18_S49,Lineage4,OtherLin4,Non-MDR,0.001314589
TB-444-6343-18_S176,Lineage4,OtherLin4,Non-MDR,0.001425633
TB-MoldovaSeq-DNA040-372_S40,Lineage4,OtherLin4,Non-MDR,0.001326582
TB-111-9838-18_S139,Lineage4,ural,MDR,0.007404495
TB-111-9678-19_S62,Lineage4,ural,Non-MDR,0.007437257
TB-222-624-18_S61,Lineage4,ural,Non-MDR,0.012813892
TB-111-12663-18_S74,Lineage4,ural,MDR,0.019622116
TB-MoldovaSeq-DNA092-547_S92,Lineage4,ural,MDR,0.021175148
TB-444-4422-18_S100,Lineage4,ural,MDR,0.019949232
TB-MoldovaSeq-DNA033-78_S33,Lineage4,ural,MDR,0.019424267
TB-444-2394-18_S11,Lineage4,ural,MDR,0.020386087
TB-MoldovaSeq-DNA172-2312_S173,Lineage4,ural,MDR,0.01960631
TB-111-8305-18_S78,Lineage4,ural,MDR,0.021178425
TB-444-4775-18_S28,Lineage4,ural,MDR,0.019252339
TB-444-2409-18_S30,Lineage4,ural,MDR,0.020772628
TB-444-5286-18_S34,Lineage4,ural,MDR,0.019595549
TB-444-5442-18_S64,Lineage4,ural,MDR,0.019595549
TB-222-4848-19_S273,Lineage4,ural,MDR,0.028603664
TB-MoldovaSeq-DNA090-620_S90,Lineage4,ural,MDR,0.024541215
TB-333-1248-19_S93,Lineage4,ural,MDR,0.027022176
TB-111-5555-19-138_S45,Lineage4,ural,MDR,0.025505174
TB-111-21354-19_S138,Lineage4,ural,MDR,0.02599377
TB-222-7265-18_S214,Lineage4,ural,MDR,0.026405045
TB-222-5151-19_S258,Lineage4,ural,MDR,0.026516747
TB-222-6137-19_S254,Lineage4,ural,MDR,0.027168618
TB-222-5642-19_S268,Lineage4,ural,MDR,0.025785697
TB-222-2929-18_S176,Lineage4,ural,MDR,0.025517128
TB-222-2929-19_S6,Lineage4,ural,MDR,0.025517128
TB-222-5877-19_S275,Lineage4,ural,MDR,0.027311399
TB-222-4939-19_S215,Lineage4,ural,MDR,0.03065286
TB-111-2577-18_S150,Lineage4,ural,MDR,0.026302416
TB-MoldovaSeq-DNA182-2728_S183,Lineage4,ural,MDR,0.027672878
TB-111-8323-18_S53,Lineage4,ural,MDR,0.026277796
TB-111-18657-18-138_S24,Lineage4,ural,MDR,0.02679383
TB-111-3412-18_S152,Lineage4,ural,MDR,0.027835994
TB-111-15171-18-138_S6,Lineage4,ural,MDR,0.028385633
TB-111-17335-18-138_S16,Lineage4,ural,MDR,0.026799861
TB-444-2635-19_S6,Lineage4,ural,MDR,0.026799861
TB-333-2178-19_S37,Lineage4,ural,MDR,0.026816643
TB-111-19016-18_S131,Lineage4,ural,MDR,0.026836842
TB-111-7925-18_S19,Lineage4,ural,MDR,0.026320383
TB-111-20301-18_S1,Lineage4,ural,MDR,0.027876766
TB-333-4624-19_S157,Lineage4,ural,MDR,0.027872401
TB-444-6003-18_S100,Lineage4,ural,MDR,0.02843393
TB-111-9837-18_S136,Lineage4,ural,MDR,0.027872823
TB-333-5021-19-138_S129,Lineage4,ural,MDR,0.026313144
TB-MoldovaSeq-DNA0288-5509_S291,Lineage4,ural,MDR,0.024856348
TB-MoldovaSeq-DNA0299-4999_S302,Lineage4,ural,MDR,0.027738256
TB-222-6896-19_S269,Lineage4,ural,MDR,0.030055234
TB-444-2656-19_S9,Lineage4,ural,MDR,0.030648449
TB-111-9249-18_S181,Lineage4,ural,MDR,0.028288531
TB-MoldovaSeq-DNA028-38_S28,Lineage4,ural,MDR,0.025828731
TB-MoldovaSeq-DNA095-339_S95,Lineage4,ural,MDR,0.028849264
TB-MoldovaSeq-DNA184-2841_S185,Lineage4,ural,MDR,0.028849264
TB-MoldovaSeq-DNA045-570_S45,Lineage4,ural,MDR,0.028001845
TB-444-2752-18_S193,Lineage4,ural,MDR,0.007211439
TB-444-3698-18_S161,Lineage4,ural,MDR,0.024361439
TB-444-3558-18_S132,Lineage4,ural,MDR,0.029522382
TB-MoldovaSeq-DNA005-516_S5,Lineage4,ural,MDR,0.027774441
TB-444-2848-18_S47,Lineage4,ural,MDR,0.027751182
TB-MoldovaSeq-DNA081-244_S81,Lineage4,ural,MDR,0.028295838
TB-MoldovaSeq-DNA010-142_S10,Lineage4,ural,MDR,0.028317938
TB-333-293-19_S130,Lineage4,ural,MDR,0.026729093
TB-MoldovaSeq-DNA037-350_S37,Lineage4,ural,MDR,0.027244397
TB-222-2538-18_S150,Lineage4,ural,MDR,0.026725036
TB-MoldovaSeq-DNA145-850_S146,Lineage4,ural,MDR,0.027247073
TB-222-4964-19_S216,Lineage4,ural,MDR,0.029554753
TB-111-20041-18_S161,Lineage4,ural,MDR,0.029504268
TB-333-765-19_S199,Lineage4,ural,MDR,0.031245376
TB-111-15086-18_S161,Lineage4,ural,MDR,0.02731008
TB-111-19861-18_S172,Lineage4,ural,MDR,0.027842896
TB-MoldovaSeq-DNA0312-4978_S315,Lineage4,ural,MDR,0.030067227
TB-111-12496-19_S198,Lineage4,ural,MDR,0.028651834
TB-111-17590-18_S33,Lineage4,ural,MDR,0.030958827
TB-MoldovaSeq-DNA043-429_S43,Lineage4,ural,MDR,0.025544364
TB-333-3828-19_S263,Lineage4,ural,MDR,0.028695806
TB-111-11429-19_S253,Lineage4,ural,MDR,0.028649452
TB-444-5609-18_S182,Lineage4,ural,MDR,0.026032407
TB-333-3416-19_S139,Lineage4,ural,MDR,0.028595916
TB-111-15916-19_S161,Lineage4,ural,MDR,0.02859366
TB-333-3902-19-138_S57,Lineage4,ural,MDR,0.028963719
TB-222-1810-18_S62,Lineage4,ural,MDR,0.027721768
TB-333-4171-19-138_S51,Lineage4,ural,MDR,0.028429813
TB-333-2359-19_S37,Lineage4,ural,MDR,0.026924227
TB-111-19884-19_S90,Lineage4,ural,MDR,0.028515157
TB-111-7624-18_S172,Lineage4,ural,MDR,0.027971876
TB-111-8922-18_S50,Lineage4,ural,MDR,0.02692806
TB-222-63111-8_S145,Lineage4,ural,MDR,0.029221187
TB-111-23689-18F-138_S62,Lineage4,ural,MDR,0.02972331
TB-333-1163-19_S75,Lineage4,ural,MDR,0.02804405
TB-111-19708-18_S166,Lineage4,ural,MDR,0.029152567
TB-333-1786-19_S178,Lineage4,ural,MDR,0.028048145
TB-111-21564-19_S97,Lineage4,ural,MDR,0.02700304
TB-111-12685-18_S79,Lineage4,ural,MDR,0.028128774
TB-444-5756-18_S179,Lineage4,ural,MDR,0.029223981
TB-MoldovaSeq-DNA116-1415_S117,Lineage4,ural,MDR,0.027583312
TB-111-17019-18_S34,Lineage4,ural,MDR,0.027065788
TB-MoldovaSeq-DNA0302-5166_S305,Lineage4,ural,MDR,0.0286702
TB-333-3593-19_S148,Lineage4,ural,MDR,0.026048764
TB-111-2565-18_S6,Lineage4,ural,MDR,0.024870658
TB-333-3600-19_S164,Lineage4,ural,MDR,0.028998038
TB-111-16133-18-138_S10,Lineage4,ural,MDR,0.028452583
TB-333-3165-19_S86,Lineage4,ural,MDR,0.029011937
TB-111-16552-18_S32,Lineage4,ural,MDR,0.027370212
TB-111-15340-19_S116,Lineage4,ural,MDR,0.027262557
TB-111-15345-19_S9,Lineage4,ural,MDR,0.026844904
TB-111-15341-19_S98,Lineage4,ural,MDR,0.027353445
TB-111-15339-19_S16,Lineage4,ural,MDR,0.026844897
TB-222-1054-18-138_S135,Lineage4,ural,MDR,0.027928976
TB-444-6323-18_S44,Lineage4,ural,MDR,0.028995674
TB-111-19390-18_S119,Lineage4,ural,MDR,0.027388579
TB-222-5766-18_S55,Lineage4,ural,MDR,0.026879651
TB-222-4175-18_S168,Lineage4,ural,MDR,0.027398369
TB-333-2259-19_S3,Lineage4,ural,MDR,0.028402615
TB-333-4712-19-138_S48,Lineage4,ural,MDR,0.028402615
TB-111-1844-19_S18,Lineage4,ural,MDR,0.025807992
TB-444-3776-18_S86,Lineage4,ural,MDR,0.028364613
TB-333-2478-19_S79,Lineage4,ural,MDR,0.02624991
TB-111-13498-18_S94,Lineage4,ural,MDR,0.028440725
TB-333-1585-19_S123,Lineage4,ural,MDR,0.028440725
TB-111-17797-18_S133,Lineage4,ural,MDR,0.025369396
TB-111-9817-18_S17,Lineage4,ural,MDR,0.027922949
TB-444-463-19_S68,Lineage4,ural,MDR,0.027178585
TB-444-2788-19_S26,Lineage4,ural,MDR,0.026382235
TB-MoldovaSeq-DNA164-1514_S165,Lineage4,ural,MDR,0.026148329
TB-MoldovaSeq-DNA186-3071_S187,Lineage4,ural,MDR,0.026661397
TB-MoldovaSeq-DNA082-1082_S82,Lineage4,ural,MDR,0.026658527
TB-444-3405-18_S206,Lineage4,ural,MDR,0.028056485
TB-111-12407-18_S90,Lineage4,ural,MDR,0.027938002
TB-111-17415-18-138_S53,Lineage4,ural,MDR,0.027418933
TB-333-2849-19_S30,Lineage4,ural,MDR,0.028501232
TB-333-3041-19-138_S117,Lineage4,ural,MDR,0.029041186
TB-333-1981-19_S52,Lineage4,ural,MDR,0.028501232
TB-222-3337-19_S206,Lineage4,ural,MDR,0.026890685
TB-222-858-19_S213,Lineage4,ural,MDR,0.029011818
TB-111-17827-18_S136,Lineage4,ural,MDR,0.02901806
TB-111-13880-18_S84,Lineage4,ural,MDR,0.028023117
TB-222-318-18_S58,Lineage4,ural,MDR,0.027485321
TB-111-6552-19-138_S32,Lineage4,ural,MDR,0.029109595
TB-333-2530-19_S90,Lineage4,ural,MDR,0.026449291
TB-DNA0368_S225,Lineage4,ural,MDR,0.029109599
TB-111-7922-18_S21,Lineage4,ural,MDR,0.028005165
TB-222-2879-19_S188,Lineage4,ural,MDR,0.028027612
TB-111-16297-19_S60,Lineage4,ural,MDR,0.028012917
TB-111-16777-18_S100,Lineage4,ural,MDR,0.028562732
TB-111-10582-18_S37,Lineage4,ural,MDR,0.024939593
TB-111-11645-18_S136,Lineage4,ural,MDR,0.028524596
TB-111-15561-19_S127,Lineage4,ural,MDR,0.0279988
TB-111-20153-18_S165,Lineage4,ural,MDR,0.028524596
TB-111-10456-18_S8,Lineage4,ural,MDR,0.024098034
TB-222-7040-19_S280,Lineage4,ural,MDR,0.02854381
TB-111-19151-18-138_S23,Lineage4,ural,MDR,0.027445615
TB-111-9490-18_S140,Lineage4,ural,MDR,0.025432463
TB-MoldovaSeq-DNA0233-4840_S235,Lineage4,ural,MDR,0.0264214
TB-111-21342-19_S88,Lineage4,ural,MDR,0.026953344
TB-222-3292-18_S63,Lineage4,ural,MDR,0.027987834
TB-333-1556-19_S126,Lineage4,ural,MDR,0.029649361
TB-111-8840-18_S67,Lineage4,ural,MDR,0.025447535
TB-111-14524-19_S158,Lineage4,ural,MDR,0.027603046
TB-111-18751-18-138_S50,Lineage4,ural,MDR,0.026451442
TB-444-5397-18_S29,Lineage4,ural,MDR,0.029114261
TB-333-2240-19_S32,Lineage4,ural,MDR,0.026969009
TB-333-3228-19_S136,Lineage4,ural,MDR,0.026454699
TB-111-13294-18_S171,Lineage4,ural,MDR,0.027480073
TB-333-3697-19_S152,Lineage4,ural,MDR,0.027482286
TB-111-14733-19_S155,Lineage4,ural,MDR,0.027932948
TB-444-2918-18_S36,Lineage4,ural,MDR,0.02792999
TB-111-6967-19_S108,Lineage4,ural,MDR,0.031571007
TB-MoldovaSeq-DNA0211-2993_S21,Lineage4,ural,MDR,0.026554643
TB-111-16379-18_S126,Lineage4,ural,MDR,0.025559121
TB-111-19026-18-138_S21,Lineage4,ural,MDR,0.029241975
TB-111-7932-18_S25,Lineage4,ural,MDR,0.024576328
TB-111-7933-18_S24,Lineage4,ural,MDR,0.024576328
TB-333-1750-19_S182,Lineage4,ural,MDR,0.024146294
TB-111-2220-19_S83,Lineage4,ural,MDR,0.029242069
TB-111-13160-18_S73,Lineage4,ural,MDR,0.025598988
TB-333-4189-19_S165,Lineage4,ural,MDR,0.023693017
TB-MoldovaSeq-DNA0242-1981_S52,Lineage4,ural,MDR,0.024826535
TB-111-7991-19-138_S74,Lineage4,ural,MDR,0.028964882
TB-333-2986-19_S169,Lineage4,ural,MDR,0.02733906
TB-111-16694-19_S61,Lineage4,ural,MDR,0.025298776
TB-111-20605-19_S166,Lineage4,ural,MDR,0.025795977
TB-MoldovaSeq-DNA185-2529_S186,Lineage4,ural,MDR,0.028520489
TB-111-10418-18_S15,Lineage4,ural,MDR,0.027285368
TB-111-16954-18_S30,Lineage4,ural,MDR,0.024607761
TB-111-9676-18_S191,Lineage4,ural,MDR,0.026932087
TB-333-2412-19_S1,Lineage4,ural,MDR,0.025869916
TB-111-19340-19_S114,Lineage4,ural,MDR,0.02718621
TB-MoldovaSeq-DNA0213-2033_S23,Lineage4,ural,MDR,0.026510273
TB-MoldovaSeq-DNA086-784_S86,Lineage4,ural,MDR,0.026874333
TB-MoldovaSeq-DNA065-421_S65,Lineage4,ural,MDR,0.026874333
TB-MoldovaSeq-DNA142-807_S143,Lineage4,ural,MDR,0.026902129
TB-444-3065-18_S85,Lineage4,ural,MDR,0.02740954
TB-MoldovaSeq-DNA068-653_S68,Lineage4,ural,MDR,0.026902132
TB-MoldovaSeq-DNA093-887_S93,Lineage4,ural,MDR,0.026902132
TB-MoldovaSeq-DNA087-1084_S87,Lineage4,ural,MDR,0.02538354
TB-MoldovaSeq-DNA0306-5348_S309,Lineage4,ural,MDR,0.02513331
TB-MoldovaSeq-DNA0210-2128_S20,Lineage4,ural,MDR,0.023932768
TB-444-2853-18_S192,Lineage4,ural,MDR,0.026378441
TB-333-3345-19_S150,Lineage4,ural,MDR,0.026024632
TB-111-8366-18_S72,Lineage4,ural,MDR,0.026888539
TB-111-24233-18F_S232,Lineage4,ural,Non-MDR,0.03017557
TB-111-15382-19_S141,Lineage4,ural,MDR,0.027980966
TB-DNA0373_S230,Lineage4,ural,MDR,0.028520266
TB-333-4111-19_S140,Lineage4,ural,MDR,0.024933616
TB-111-15713-19_S73,Lineage4,ural,MDR,0.029064434
TB-222-591-19-138_S1,Lineage4,ural,MDR,0.029635002
TB-333-2417-19_S44,Lineage4,ural,MDR,0.028491039
TB-333-90-19_S1,Lineage4,ural,MDR,0.026137877
TB-111-19315-18_S152,Lineage4,ural,MDR,0.027946011
TB-222-965-19_S6,Lineage4,ural,MDR,0.027946011
TB-111-52-18_S277,Lineage4,ural,MDR,0.026928245
TB-333-2411-19_S87,Lineage4,ural,MDR,0.027434347
TB-333-39-19_S120,Lineage4,ural,MDR,0.028516971
TB-333-3780-19_S179,Lineage4,ural,MDR,0.02691987
TB-222-4948-18_S73,Lineage4,ural,MDR,0.026923866
TB-222-5557-18_S61,Lineage4,ural,MDR,0.027452218
TB-222-2972-19_S195,Lineage4,ural,MDR,0.027965759
TB-111-280-18-138_S144,Lineage4,ural,MDR,0.02589602
TB-111-17916-18_S120,Lineage4,ural,MDR,0.027979324
TB-111-13161-18_S116,Lineage4,ural,MDR,0.029087784
TB-MoldovaSeq-DNA134-1881_S135,Lineage4,ural,MDR,0.028516495
TB-333-164-19_S95,Lineage4,ural,MDR,0.026391026
TB-111-15751-18-138_S20,Lineage4,ural,MDR,0.029048897
TB-111-164-18-138_S168,Lineage4,ural,MDR,0.026907658
TB-111-1096-18-138_S163,Lineage4,ural,MDR,0.029619128
TB-333-2152-19_S29,Lineage4,ural,MDR,0.029623884
TB-444-3322-18_S19,Lineage4,ural,MDR,0.029787528
TB-MoldovaSeq-DNA0219-4548_S29,Lineage4,ural,MDR,0.026035133
TB-444-3544-18_S214,Lineage4,ural,MDR,0.029216379
TB-111-17049-19_S2,Lineage4,ural,MDR,0.017207332
TB-MoldovaSeq-DNA077-757_S77,Lineage4,ural,MDR,0.029216427
TB-111-15657-19_S142,Lineage4,ural,MDR,0.026095217
TB-DNA0357_S214,Lineage4,ural,Non-MDR,0.024133569
TB-MoldovaSeq-DNA0253-3126_S63,Lineage4,ural,Non-MDR,0.023686858
TB-111-18538-18-138_S51,Lineage4,ural,MDR,0.026070783
TB-111-8655-18_S194,Lineage4,ural,MDR,0.027104819
TB-MoldovaSeq-DNA0293-3261_S296,Lineage4,ural,Non-MDR,0.027102193
TB-111-12364-18_S95,Lineage4,ural,MDR,0.024569759
TB-111-20592-18_S45,Lineage4,ural,MDR,0.027052418
TB-111-20102-19_S20,Lineage4,ural,MDR,0.025029136
TB-DNA0362_S219,Lineage4,ural,MDR,0.025785108
TB-222-1414-18_S109,Lineage4,ural,MDR,0.02553471
TB-111-1299-19_S97,Lineage4,ural,Non-MDR,0.026086539
TB-111-249-18_S235,Lineage4,ural,MDR,0.026571377
TB-111-7114-18_S190,Lineage4,ural,MDR,0.026571377
TB-444-2576-19_S5,Lineage4,ural,MDR,0.026071554
TB-333-4040-19_S59,Lineage4,ural,MDR,0.024645916
TB-444-5322-19_S59,Lineage4,ural,MDR,0.024169857
TB-MoldovaSeq-DNA0294-4695_S297,Lineage4,ural,MDR,0.024169857
TB-111-14450-18_S167,Lineage4,ural,Non-MDR,0.02660337
TB-111-5368-19_S132,Lineage4,ural,Non-MDR,0.029864475
TB-444-2637-19_S229,Lineage4,ural,MDR,0.0245836
TB-444-2636-19_S29,Lineage4,ural,MDR,0.025049267
TB-MoldovaSeq-DNA105-73_S106,Lineage4,ural,MDR,0.024109831
TB-333-510-19_S119,Lineage4,ural,MDR,0.027554244
TB-111-21496-19_S122,Lineage4,ural,MDR,0.025032873
TB-111-7086-18_S6,Lineage4,ural,MDR,0.024574809
TB-111-3644-19_S20,Lineage4,ural,MDR,0.025050893
TB-111-4466-19_S239,Lineage4,ural,MDR,0.025523356
TB-111-9606-18_S168,Lineage4,ural,MDR,0.022282282
TB-111-12700-18_S76,Lineage4,ural,MDR,0.023594852
TB-111-18504-18-138_S23,Lineage4,ural,MDR,0.021856908
TB-MoldovaSeq-DNA0223-2292_S33,Lineage4,ural,MDR,0.01948551
TB-333-1272-19_S84,Lineage4,ural,Non-MDR,0.010247104
TB-111-8764-18_S68,Lineage4,ural,Non-MDR,0.00896563
TB-333-334-19_S78,Lineage4,ural,Non-MDR,0.008631242
TB-333-1926-19_S38,Lineage4,ural,Non-MDR,0.007147709
TB-333-1931-19_S56,Lineage4,ural,Non-MDR,0.007147709
TB-333-1933-19_S34,Lineage4,ural,Non-MDR,0.007016298
TB-222-5961-18_S60,Lineage4,ural,Non-MDR,0.005708151
TB-111-15297-18_S84,Lineage4,ural,Non-MDR,0.006854686
TB-111-3920-19_S205,Lineage4,ural,Non-MDR,0.006592932
TB-111-11287-18_S137,Lineage4,ural,Non-MDR,0.007027702
TB-222-3451-19_S185,Lineage4,ural,Non-MDR,0.007027702
TB-111-18004-18_S145,Lineage4,ural,Non-MDR,0.008388199
TB-333-1865-19_S52,Lineage4,ural,Non-MDR,0.008078295
TB-333-4193-19_S176,Lineage4,ural,Non-MDR,0.008077499
TB-111-2754-19_S7,Lineage4,ural,Non-MDR,0.009044114
TB-222-517-18_S216,Lineage4,ural,Non-MDR,0.007926375
